plotName,treatmentName,mean ndvi,max crop height m nir-based
1126,NAM-29,0.8042710423469543,0.7875351779336484
1126,NAM-29,0.8042710423469543,0.7875351779336484
1126,NAM-29,0.8042710423469543,0.7875351779336484
1209,NAM-29,0.8065128922462463,0.6993490077119873
1324,NAM-29,0.7929300665855408,0.5630897977191012
S1117,NAM-72,0.8195035457611084,1.1461757544141165
1355,NAM-72,0.8281391263008118,0.8296930722509046
S1355,NAM-72,0.8227269053459167,0.8019487074944891
1117,NAM-72,0.815093994140625,0.5539576105949209
S1355,NAM-72,0.8227269053459167,0.8019487074944891
S1355,NAM-72,0.8227269053459167,0.8019487074944891
S1238,NAM-72,0.8536435961723328,0.3580654331957476
S1355,NAM-72,0.8227269053459167,0.8019487074944891
S1355,NAM-72,0.8227269053459167,0.8019487074944891
1355,NAM-72,0.8281391263008118,0.8296930722509046
1238,NAM-72,0.8491145968437195,
1238,NAM-72,0.8491145968437195,
S1117,NAM-72,0.8195035457611084,1.1461757544141165
S1117,NAM-72,0.8195035457611084,1.1461757544141165
1355,NAM-72,0.8281391263008118,0.8296930722509046
S1117,NAM-72,0.8195035457611084,1.1461757544141165
1238,NAM-72,0.8491145968437195,
S1238,NAM-72,0.8536435961723328,0.3580654331957476
1238,NAM-72,0.8491145968437195,
1117,NAM-72,0.815093994140625,0.5539576105949209
1238,NAM-72,0.8491145968437195,
S1238,NAM-72,0.8536435961723328,0.3580654331957476
S1117,NAM-72,0.8195035457611084,1.1461757544141165
1117,NAM-72,0.815093994140625,0.5539576105949209
S1238,NAM-72,0.8536435961723328,0.3580654331957476
1117,NAM-72,0.815093994140625,0.5539576105949209
1117,NAM-72,0.815093994140625,0.5539576105949209
1355,NAM-72,0.8281391263008118,0.8296930722509046
S1238,NAM-72,0.8536435961723328,0.3580654331957476
1355,NAM-72,0.8281391263008118,0.8296930722509046
1303,NAM-10,0.8379127383232117,0.5571962734428553
1141,NAM-10,0.8492462038993835,1.0231432615492508
1141,NAM-10,0.8492462038993835,1.0231432615492508
1303,NAM-10,0.8379127383232117,0.5571962734428553
1303,NAM-10,0.8379127383232117,0.5571962734428553
1245,NAM-10,0.8438988924026489,
1303,NAM-10,0.8379127383232117,0.5571962734428553
1245,NAM-10,0.8438988924026489,
1141,NAM-10,0.8492462038993835,1.0231432615492508
1245,NAM-10,0.8438988924026489,
1245,NAM-10,0.8438988924026489,
1141,NAM-10,0.8492462038993835,1.0231432615492508
1245,NAM-10,0.8438988924026489,
1141,NAM-10,0.8492462038993835,1.0231432615492508
1303,NAM-10,0.8379127383232117,0.5571962734428553
1120,NAM-12,0.8302095532417297,0.22703304817252956
1335,NAM-12,0.8373864889144897,0.5273592577328259
1120,NAM-12,0.8302095532417297,0.22703304817252956
1120,NAM-12,0.8302095532417297,0.22703304817252956
1252,NAM-12,0.8157713413238525,0.43804632032697555
1335,NAM-12,0.8373864889144897,0.5273592577328259
1120,NAM-12,0.8302095532417297,0.22703304817252956
1335,NAM-12,0.8373864889144897,0.5273592577328259
1335,NAM-12,0.8373864889144897,0.5273592577328259
1335,NAM-12,0.8373864889144897,0.5273592577328259
1252,NAM-12,0.8157713413238525,0.43804632032697555
1252,NAM-12,0.8157713413238525,0.43804632032697555
1252,NAM-12,0.8157713413238525,0.43804632032697555
1252,NAM-12,0.8157713413238525,0.43804632032697555
1120,NAM-12,0.8302095532417297,0.22703304817252956
1113,NAM-65,0.8366213440895081,0.36084969511966847
1210,NAM-65,0.8561251759529114,0.7282987425224405
1347,NAM-65,0.8467921614646912,0.8390524394620229
1113,NAM-65,0.8366213440895081,0.36084969511966847
1347,NAM-65,0.8467921614646912,0.8390524394620229
1113,NAM-65,0.8366213440895081,0.36084969511966847
1210,NAM-65,0.8561251759529114,0.7282987425224405
1210,NAM-65,0.8561251759529114,0.7282987425224405
1347,NAM-65,0.8467921614646912,0.8390524394620229
1210,NAM-65,0.8561251759529114,0.7282987425224405
1113,NAM-65,0.8366213440895081,0.36084969511966847
1347,NAM-65,0.8467921614646912,0.8390524394620229
1347,NAM-65,0.8467921614646912,0.8390524394620229
1210,NAM-65,0.8561251759529114,0.7282987425224405
1113,NAM-65,0.8366213440895081,0.36084969511966847
1118,NAM-45,0.8061127066612244,2.560944926921536
1118,NAM-45,0.8061127066612244,2.560944926921536
1328,NAM-45,0.827559769153595,0.830753134956467
1328,NAM-45,0.827559769153595,0.830753134956467
1224,NAM-45,0.8229071497917175,
1224,NAM-45,0.8229071497917175,
1328,NAM-45,0.827559769153595,0.830753134956467
1224,NAM-45,0.8229071497917175,
1118,NAM-45,0.8061127066612244,2.560944926921536
1118,NAM-45,0.8061127066612244,2.560944926921536
1224,NAM-45,0.8229071497917175,
1328,NAM-45,0.827559769153595,0.830753134956467
1224,NAM-45,0.8229071497917175,
1118,NAM-45,0.8061127066612244,2.560944926921536
1328,NAM-45,0.827559769153595,0.830753134956467
1219,NAM-49,0.8231743574142456,0.8970914636039424
1333,NAM-49,0.8285284042358398,1.2223578964324702
1333,NAM-49,0.8285284042358398,1.2223578964324702
1333,NAM-49,0.8285284042358398,1.2223578964324702
1125,NAM-49,0.8254483342170715,
1125,NAM-49,0.8254483342170715,
1125,NAM-49,0.8254483342170715,
1125,NAM-49,0.8254483342170715,
1125,NAM-49,0.8254483342170715,
1333,NAM-49,0.8285284042358398,1.2223578964324702
1219,NAM-49,0.8231743574142456,0.8970914636039424
1219,NAM-49,0.8231743574142456,0.8970914636039424
1333,NAM-49,0.8285284042358398,1.2223578964324702
1219,NAM-49,0.8231743574142456,0.8970914636039424
1219,NAM-49,0.8231743574142456,0.8970914636039424
1234,NAM-36,0.7968361377716064,0.8665056276448126
1349,NAM-36,0.7324838638305664,0.8576377144509593
1121,NAM-36,0.764461100101471,1.4970851097079958
1234,NAM-36,0.7968361377716064,0.8665056276448126
1121,NAM-36,0.764461100101471,1.4970851097079958
1234,NAM-36,0.7968361377716064,0.8665056276448126
1234,NAM-36,0.7968361377716064,0.8665056276448126
1349,NAM-36,0.7324838638305664,0.8576377144509593
1349,NAM-36,0.7324838638305664,0.8576377144509593
1121,NAM-36,0.764461100101471,1.4970851097079958
1349,NAM-36,0.7324838638305664,0.8576377144509593
1121,NAM-36,0.764461100101471,1.4970851097079958
1121,NAM-36,0.764461100101471,1.4970851097079958
1349,NAM-36,0.7324838638305664,0.8576377144509593
1234,NAM-36,0.7968361377716064,0.8665056276448126
1307,NAM-31,0.8415522575378418,0.35313294151603714
1307,NAM-31,0.8415522575378418,0.35313294151603714
1151,NAM-31,0.817559540271759,
1307,NAM-31,0.8415522575378418,0.35313294151603714
1307,NAM-31,0.8415522575378418,0.35313294151603714
1151,NAM-31,0.817559540271759,
1151,NAM-31,0.817559540271759,
1151,NAM-31,0.817559540271759,
1256,NAM-31,0.8094379305839539,0.2616895408037294
1256,NAM-31,0.8094379305839539,0.2616895408037294
1256,NAM-31,0.8094379305839539,0.2616895408037294
1256,NAM-31,0.8094379305839539,0.2616895408037294
1151,NAM-31,0.817559540271759,
1256,NAM-31,0.8094379305839539,0.2616895408037294
1307,NAM-31,0.8415522575378418,0.35313294151603714
S1110,NAM-76,0.8225396275520325,0.3774769177672965
S1340,NAM-76,0.8219713568687439,0.2620832946593623
1340,NAM-76,0.827488899230957,
1340,NAM-76,0.827488899230957,
1340,NAM-76,0.827488899230957,
S1215,NAM-76,0.8151273131370544,0.2597681799848601
1340,NAM-76,0.827488899230957,
S1340,NAM-76,0.8219713568687439,0.2620832946593623
1215,NAM-76,0.8210021257400513,0.3975446794059394
1215,NAM-76,0.8210021257400513,0.3975446794059394
1110,NAM-76,0.8118468523025513,1.1571934094160383
1110,NAM-76,0.8118468523025513,1.1571934094160383
S1110,NAM-76,0.8225396275520325,0.3774769177672965
S1340,NAM-76,0.8219713568687439,0.2620832946593623
1110,NAM-76,0.8118468523025513,1.1571934094160383
S1110,NAM-76,0.8225396275520325,0.3774769177672965
S1215,NAM-76,0.8151273131370544,0.2597681799848601
1110,NAM-76,0.8118468523025513,1.1571934094160383
S1110,NAM-76,0.8225396275520325,0.3774769177672965
1215,NAM-76,0.8210021257400513,0.3975446794059394
S1215,NAM-76,0.8151273131370544,0.2597681799848601
S1340,NAM-76,0.8219713568687439,0.2620832946593623
S1215,NAM-76,0.8151273131370544,0.2597681799848601
1215,NAM-76,0.8210021257400513,0.3975446794059394
S1340,NAM-76,0.8219713568687439,0.2620832946593623
1215,NAM-76,0.8210021257400513,0.3975446794059394
1340,NAM-76,0.827488899230957,
S1110,NAM-76,0.8225396275520325,0.3774769177672965
1110,NAM-76,0.8118468523025513,1.1571934094160383
S1215,NAM-76,0.8151273131370544,0.2597681799848601
S1312,NAM-79,0.7890605330467224,0.45963635237097833
1312,NAM-79,0.79362952709198,0.34165740599610217
S1130,NAM-79,0.7466708421707153,0.6197897444001228
1244,NAM-79,0.7906628847122192,0.7748319965344876
S1244,NAM-79,0.8103303909301758,0.5928456399911965
1312,NAM-79,0.79362952709198,0.34165740599610217
1130,NAM-79,0.7476633191108704,0.5898795297597985
1130,NAM-79,0.7476633191108704,0.5898795297597985
S1130,NAM-79,0.7466708421707153,0.6197897444001228
1244,NAM-79,0.7906628847122192,0.7748319965344876
S1312,NAM-79,0.7890605330467224,0.45963635237097833
1130,NAM-79,0.7476633191108704,0.5898795297597985
S1244,NAM-79,0.8103303909301758,0.5928456399911965
S1244,NAM-79,0.8103303909301758,0.5928456399911965
1244,NAM-79,0.7906628847122192,0.7748319965344876
1312,NAM-79,0.79362952709198,0.34165740599610217
1244,NAM-79,0.7906628847122192,0.7748319965344876
S1312,NAM-79,0.7890605330467224,0.45963635237097833
1312,NAM-79,0.79362952709198,0.34165740599610217
S1312,NAM-79,0.7890605330467224,0.45963635237097833
1130,NAM-79,0.7476633191108704,0.5898795297597985
1130,NAM-79,0.7476633191108704,0.5898795297597985
S1130,NAM-79,0.7466708421707153,0.6197897444001228
1244,NAM-79,0.7906628847122192,0.7748319965344876
S1244,NAM-79,0.8103303909301758,0.5928456399911965
S1130,NAM-79,0.7466708421707153,0.6197897444001228
S1244,NAM-79,0.8103303909301758,0.5928456399911965
S1130,NAM-79,0.7466708421707153,0.6197897444001228
S1312,NAM-79,0.7890605330467224,0.45963635237097833
1312,NAM-79,0.79362952709198,0.34165740599610217
1213,NAM-43,0.7569755911827087,0.5399605255026358
S1331,NAM-43,0.691243588924408,0.8573679785866375
1213,NAM-43,0.7569755911827087,0.5399605255026358
S1331,NAM-43,0.691243588924408,0.8573679785866375
S1331,NAM-43,0.691243588924408,0.8573679785866375
S1213,NAM-43,0.7434293627738953,0.5939895781233417
S1156,NAM-43,0.7448199987411499,
1156,NAM-43,0.7632686495780945,1.4237320381753307
1331,NAM-43,0.7137224078178406,1.35556849240146
1156,NAM-43,0.7632686495780945,1.4237320381753307
S1156,NAM-43,0.7448199987411499,
S1213,NAM-43,0.7434293627738953,0.5939895781233417
S1213,NAM-43,0.7434293627738953,0.5939895781233417
S1156,NAM-43,0.7448199987411499,
S1213,NAM-43,0.7434293627738953,0.5939895781233417
1156,NAM-43,0.7632686495780945,1.4237320381753307
S1156,NAM-43,0.7448199987411499,
1213,NAM-43,0.7569755911827087,0.5399605255026358
S1331,NAM-43,0.691243588924408,0.8573679785866375
1331,NAM-43,0.7137224078178406,1.35556849240146
1213,NAM-43,0.7569755911827087,0.5399605255026358
1156,NAM-43,0.7632686495780945,1.4237320381753307
1331,NAM-43,0.7137224078178406,1.35556849240146
1213,NAM-43,0.7569755911827087,0.5399605255026358
1331,NAM-43,0.7137224078178406,1.35556849240146
1331,NAM-43,0.7137224078178406,1.35556849240146
1156,NAM-43,0.7632686495780945,1.4237320381753307
S1213,NAM-43,0.7434293627738953,0.5939895781233417
S1156,NAM-43,0.7448199987411499,
S1331,NAM-43,0.691243588924408,0.8573679785866375
1253,NAM-56,0.8439362049102783,1.1021537001377624
1135,NAM-56,0.8367222547531128,0.92815746106902
1253,NAM-56,0.8439362049102783,1.1021537001377624
1135,NAM-56,0.8367222547531128,0.92815746106902
1346,NAM-56,0.8508328795433044,1.2742617228448694
1253,NAM-56,0.8439362049102783,1.1021537001377624
1253,NAM-56,0.8439362049102783,1.1021537001377624
1135,NAM-56,0.8367222547531128,0.92815746106902
1346,NAM-56,0.8508328795433044,1.2742617228448694
1135,NAM-56,0.8367222547531128,0.92815746106902
1346,NAM-56,0.8508328795433044,1.2742617228448694
1135,NAM-56,0.8367222547531128,0.92815746106902
1346,NAM-56,0.8508328795433044,1.2742617228448694
1253,NAM-56,0.8439362049102783,1.1021537001377624
1346,NAM-56,0.8508328795433044,1.2742617228448694
1149,NAM-8,0.8221848011016846,0.26801577897020934
1149,NAM-8,0.8221848011016846,0.26801577897020934
1226,NAM-8,0.829874575138092,0.6331937712762965
1334,NAM-8,0.847568929195404,0.9160562719354743
1226,NAM-8,0.829874575138092,0.6331937712762965
1226,NAM-8,0.829874575138092,0.6331937712762965
1226,NAM-8,0.829874575138092,0.6331937712762965
1334,NAM-8,0.847568929195404,0.9160562719354743
1226,NAM-8,0.829874575138092,0.6331937712762965
1334,NAM-8,0.847568929195404,0.9160562719354743
1149,NAM-8,0.8221848011016846,0.26801577897020934
1334,NAM-8,0.847568929195404,0.9160562719354743
1149,NAM-8,0.8221848011016846,0.26801577897020934
1334,NAM-8,0.847568929195404,0.9160562719354743
1149,NAM-8,0.8221848011016846,0.26801577897020934
1332,NAM-4,0.7731881737709045,1.0911097546148767
1247,NAM-4,0.7984986305236816,0.244624559675799
1102,NAM-4,0.7775603532791138,
1247,NAM-4,0.7984986305236816,0.244624559675799
1102,NAM-4,0.7775603532791138,
1247,NAM-4,0.7984986305236816,0.244624559675799
